price_date;base_precio;base_dif;base_dif_per;punta_precio;punta_dif;punta_dif_per;emission_date;create_time
Day 25-Jul-2022;149.22;-21.86;-12.78;150.62;-22.07;-12.78;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 26-Jul-2022;149.22;-21.86;-12.78;150.62;-22.07;-12.78;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 27-Jul-2022;149.22;-21.86;-12.78;150.62;-22.07;-12.78;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 28-Jul-2022;149.22;-21.86;-12.78;150.62;-22.07;-12.78;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 29-Jul-2022;149.22;-21.86;-12.78;150.62;-22.07;-12.78;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 30-Jul-2022;135.1;-19.79;-12.78;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 31-Jul-2022;119.48;-17.51;-12.78;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 23-2022;175.07;0.0;0.0;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 24-2022;141.97;-19.14;-11.88;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 25-2022;141.85;-19.15;-11.89;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 26-2022;139.19;-19.14;-12.09;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 24-2022;159.43;-21.5;-11.88;168.45;-22.72;-11.88;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 25-2022;159.31;-21.5;-11.89;168.33;-22.72;-11.89;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 26-2022;156.32;-21.5;-12.09;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 27-2022;143.54;-21.5;-13.03;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Jul-2022;143.5;-21.0;-12.77;151.62;-22.19;-12.77;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Aug-2022;140.5;-9.5;-6.33;148.45;-10.04;-6.33;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Sep-2022;142.0;-11.3;-7.37;150.04;-11.94;-7.37;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Oct-2022;140.0;-13.39;-8.73;147.92;-14.15;-8.73;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Nov-2022;134.89;-10.53;-7.24;142.52;-11.13;-7.24;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Dec-2022;140.49;-10.54;-6.98;148.44;-11.14;-6.98;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 3-2022;142.0;-13.96;-8.95;150.04;-14.75;-8.95;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 4-2022;138.5;-11.5;-7.67;146.34;-12.15;-7.67;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 1-2023;152.0;-9.0;-5.59;160.6;-9.51;-5.59;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 2-2023;147.0;-5.0;-3.29;155.32;-5.28;-3.29;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 3-2023;154.45;3.9;2.59;163.19;4.12;2.59;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 4-2023;158.46;3.9;2.52;167.43;4.12;2.52;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 1-2024;109.24;1.0;0.92;115.42;1.05;0.92;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 2-2024;91.05;1.0;1.11;96.2;1.05;1.1;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2023;153.0;-1.5;-0.97;161.66;-1.59;-0.97;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2024;102.0;1.0;0.99;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2025;73.0;1.0;1.39;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2026;58.0;-1.0;-1.69;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2027;50.5;-1.0;-1.94;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2028;46.8;-1.0;-2.09;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2029;45.8;-1.0;-2.14;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2030;45.45;-1.0;-2.15;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2031;45.3;-1.0;-2.16;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2032;45.15;-1.0;-2.17;;;;THURSDAY, 9 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 10-Jun-2022;294.35;11.68;6.39;192.99;8.6;4.66;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 11-Jun-2022;285.81;0.0;0.0;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 12-Jun-2022;264.33;0.0;0.0;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 13-Jun-2022;266.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 14-Jun-2022;266.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 15-Jun-2022;266.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 16-Jun-2022;266.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 17-Jun-2022;266.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 18-Jun-2022;250.68;-20.31;-11.88;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 19-Jun-2022;233.26;-17.97;-11.88;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 20-Jun-2022;266.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 21-Jun-2022;266.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 22-Jun-2022;266.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 23-Jun-2022;266.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 24-Jun-2022;266.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 25-Jun-2022;250.55;-20.33;-11.9;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 26-Jun-2022;233.15;-17.97;-11.89;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 27-Jun-2022;263.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 28-Jun-2022;263.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 29-Jun-2022;263.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 30-Jun-2022;263.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 1-Jul-2022;263.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 2-Jul-2022;247.73;-20.31;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 3-Jul-2022;230.65;-17.97;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 4-Jul-2022;249.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 5-Jul-2022;249.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 6-Jul-2022;249.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 7-Jul-2022;249.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 8-Jul-2022;249.83;-22.44;-13.03;151.24;-22.65;-13.03;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 9-Jul-2022;235.65;-20.31;-13.02;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 10-Jul-2022;219.97;-17.97;-13.03;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 11-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 12-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 13-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 14-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 15-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 16-Jul-2022;235.1;-19.79;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 17-Jul-2022;219.48;-17.51;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 18-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 19-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 20-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 21-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 22-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 23-Jul-2022;235.1;-19.79;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 24-Jul-2022;219.48;-17.51;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 25-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 26-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 27-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 28-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 29-Jul-2022;249.22;-21.86;-12.78;150.62;-22.07;-12.78;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 30-Jul-2022;235.1;-19.79;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 31-Jul-2022;219.48;-17.51;-12.78;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 23-2022;275.07;0.0;0.0;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 24-2022;241.97;-19.14;-11.88;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 25-2022;241.85;-19.15;-11.89;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Weekend 26-2022;239.19;-19.14;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 24-2022;259.43;-21.5;-11.88;168.45;-22.72;-11.88;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 25-2022;259.31;-21.5;-11.89;168.33;-22.72;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 26-2022;256.32;-21.5;-12.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Week 27-2022;243.54;-21.5;-13.03;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Jul-2022;243.5;-21.0;-12.77;151.62;-22.19;-12.77;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Aug-2022;240.5;-9.5;-6.33;148.45;-10.04;-6.33;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Sep-2022;242.0;-11.3;-7.37;150.04;-11.94;-7.37;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Oct-2022;240.0;-13.39;-8.73;147.92;-14.15;-8.73;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Nov-2022;234.89;-10.53;-7.24;142.52;-11.13;-7.24;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Month Dec-2022;240.49;-10.54;-6.98;148.44;-11.14;-6.98;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 3-2022;242.0;-13.96;-8.95;150.04;-14.75;-8.95;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 4-2022;238.5;-11.5;-7.67;146.34;-12.15;-7.67;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 1-2023;252.0;-9.0;-5.59;160.6;-9.51;-5.59;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 2-2023;247.0;-5.0;-3.29;155.32;-5.28;-3.29;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 3-2023;254.45;3.9;2.59;163.19;4.12;2.59;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 4-2023;258.46;3.9;2.52;167.43;4.12;2.52;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 1-2024;209.24;1.0;0.92;115.42;1.05;0.92;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Quarter 2-2024;291.05;1.0;1.11;96.2;1.05;1.1;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2023;253.0;-1.5;-0.97;161.66;-1.59;-0.97;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2024;202.0;1.0;0.99;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2025;273.0;1.0;1.39;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2026;258.0;-1.0;-1.69;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2027;250.5;-1.0;-1.94;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2028;246.8;-1.0;-2.09;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2029;245.8;-1.0;-2.14;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2030;245.45;-1.0;-2.15;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2031;245.3;-1.0;-2.16;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Year 2032;245.15;-1.0;-2.17;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 13:10:11.722748+00:00
Day 10-Jun-2022;394.35;11.68;6.39;192.99;8.6;4.66;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 11-Jun-2022;385.81;0.0;0.0;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 12-Jun-2022;364.33;0.0;0.0;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 13-Jun-2022;366.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 14-Jun-2022;366.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 15-Jun-2022;366.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 16-Jun-2022;366.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 17-Jun-2022;366.41;-22.45;-11.89;167.98;-22.66;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 18-Jun-2022;350.68;-20.31;-11.88;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 19-Jun-2022;333.26;-17.97;-11.88;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 20-Jun-2022;366.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 21-Jun-2022;366.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 22-Jun-2022;366.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 23-Jun-2022;366.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 24-Jun-2022;366.29;-22.44;-11.89;167.86;-22.65;-11.89;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 25-Jun-2022;350.55;-20.33;-11.9;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 26-Jun-2022;333.15;-17.97;-11.89;;;;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 27-Jun-2022;363.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 28-Jun-2022;363.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 29-Jun-2022;363.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
Day 30-Jun-2022;363.17;-22.44;-12.09;164.71;-22.65;-12.09;FRIDAY, 10 JUNE, 2022;2022-06-10 16:10:11.722748+00:00
