price_date;base_precio;base_dif;base_dif_per;punta_precio;punta_dif;punta_dif_per;emission_date;create_time
2022-06-30;363.17;-22.44;-12.09;164.71;-22.65;-12.09;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-01;163.17;-22.44;-12.09;164.71;-22.65;-12.09;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-01;363.17;-22.44;-12.09;164.71;-22.65;-12.09;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-02;147.73;-20.31;-12.09;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-02;347.73;-20.31;-12.09;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-03;130.65;-17.97;-12.09;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-03;330.65;-17.97;-12.09;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-04;149.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-04;349.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-05;149.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-05;349.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-06;149.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-06;349.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-07;149.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-07;349.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-08;349.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-08;149.83;-22.44;-13.03;151.24;-22.65;-13.03;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-09;335.65;-20.31;-13.02;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-09;135.65;-20.31;-13.02;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-10;319.97;-17.97;-13.03;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-10;119.97;-17.97;-13.03;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-11;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-11;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-12;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-12;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-13;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-13;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-14;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-14;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-15;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-15;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-16;335.1;-19.79;-12.78;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-16;135.1;-19.79;-12.78;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-17;119.48;-17.51;-12.78;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-17;319.48;-17.51;-12.78;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-18;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-18;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-19;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-19;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-20;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-20;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-21;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-21;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-22;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-22;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-23;135.1;-19.79;-12.78;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-23;335.1;-19.79;-12.78;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-24;319.48;-17.51;-12.78;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-24;119.48;-17.51;-12.78;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-25;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-25;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-26;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-26;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-27;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-27;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-28;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-28;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-29;149.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-29;349.22;-21.86;-12.78;150.62;-22.07;-12.78;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-30;335.1;-19.79;-12.78;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-30;135.1;-19.79;-12.78;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
2022-07-31;319.48;-17.51;-12.78;;;;2022-06-10;2022-06-13 10:37:30.792188+00:00
2022-07-31;119.48;-17.51;-12.78;;;;2022-06-09;2022-06-13 10:37:30.792188+00:00
